iso_code,continent,location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,new_tests,total_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,new_vaccinations_smoothed_per_million,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index,excess_mortality,,death rate,recover rate,infection rate
GBR,Europe,United Kingdom,7/10/2020,289678,524,555.857,40904,34,34,4267.124,7.719,8.188,602.54,0.501,0.501,1.14,191,2.814,2243,33.041,,,,,134030,7463671,109.944,1.974,113119,1.666,0.005,203.5,tests performed,,GBR,Europe,United Kingdom,7/10/2020,835989.598,868685.566,901381.534,934077.502,966773.4701,999469.4381,1032165.406,1064861.374,1097557.342,1130253.31,1162949.278,1195645.246,1228341.214,1261037.182,1293733.15,1326429.118,1359125.086,1391821.054,1424517.022,,,,0.141205062,0.846287985,1.21651E-09
GBR,Europe,United Kingdom,7/11/2020,290504,826,584.571,40921,17,31.857,4279.292,12.167,8.611,602.79,0.25,0.469,1.19,168,2.475,2118,31.199,,,,,126549,7590220,111.808,1.864,114854,1.692,0.005,196.5,tests performed,,GBR,Europe,United Kingdom,7/11/2020,849415.5354,882655.5981,915895.6609,949135.7236,982375.7863,1015615.849,1048855.912,1082095.974,1115336.037,1148576.1,1181816.163,1215056.225,1248296.288,1281536.351,1314776.413,1348016.476,1381256.539,1414496.602,1447736.664,,,,0.140862088,0.847039586,1.86284E-09
GBR,Europe,United Kingdom,7/12/2020,291154,650,603.286,40930,9,30.429,4288.866,9.575,8.887,602.923,0.133,0.448,1.2,159,2.342,2100,30.934,,,1307,19.253,94700,7685301,113.209,1.395,115080,1.695,0.005,190.8,tests performed,,GBR,Europe,United Kingdom,7/12/2020,769594.496,800035.6514,830476.8068,860917.9622,891359.1175,921800.2729,952241.4283,982682.5837,1013123.739,1043564.894,1074006.05,1104447.205,1134888.361,1165329.516,1195770.671,1226211.827,1256652.982,1287094.137,1317535.293,1347976.448,1378417.603,,0.140578525,0.848446465,1.41475E-09
GBR,Europe,United Kingdom,7/13/2020,291691,537,628.714,40940,10,30.286,4296.777,7.91,9.261,603.07,0.147,0.446,1.22,162,2.386,2112,31.111,,,,,85880,7770238,114.46,1.265,116132,1.711,0.005,184.7,tests performed,,GBR,Europe,United Kingdom,7/13/2020,865316.7306,899208.0863,933099.442,966990.7977,1000882.153,1034773.509,1068664.865,1102556.221,1136447.576,1170338.932,1204230.288,1238121.643,1272012.999,1305904.355,1339795.711,1373687.066,1407578.422,1441469.778,1475361.133,,,,0.140354005,0.849657857,1.18291E-09
GBR,Europe,United Kingdom,7/14/2020,292931,1240,722.429,40984,44,28.857,4315.043,18.266,10.642,603.718,0.648,0.425,1.27,145,2.136,1993,29.358,,,,,118186,7888890,116.208,1.741,117800,1.735,0.006,163.1,tests performed,,GBR,Europe,United Kingdom,7/14/2020,881888.5605,916440.6863,950992.812,985544.9378,1020097.064,1054649.189,1089201.315,1123753.441,1158305.567,1192857.692,1227409.818,1261961.944,1296514.07,1331066.196,1365618.321,1400170.447,1434722.573,1469274.699,1503826.824,,,,0.139910081,0.848570916,2.43552E-09
GBR,Europe,United Kingdom,7/15/2020,293469,538,708.286,41010,26,24.429,4322.968,7.925,10.433,604.101,0.383,0.36,1.16,153,2.254,1974,29.078,,,,,137828,8030203,118.29,2.03,119815,1.765,0.006,169.2,tests performed,,GBR,Europe,United Kingdom,7/15/2020,899871.6924,935153.5592,970435.426,1005717.293,1040999.16,1076281.026,1111562.893,1146844.76,1182126.627,1217408.493,1252690.36,1287972.227,1323254.094,1358535.961,1393817.827,1429099.694,1464381.561,1499663.428,1534945.294,,,,0.139742187,0.850215757,9.95425E-10
GBR,Europe,United Kingdom,7/16/2020,294116,647,708.857,41034,24,23.429,4332.498,9.531,10.442,604.454,0.354,0.345,1.1,142,2.092,1829,26.942,,,,,150975,8181475,120.518,2.224,121705,1.793,0.006,171.7,tests performed,,GBR,Europe,United Kingdom,7/16/2020,918209.4565,954233.0522,990256.648,1026280.244,1062303.839,1098327.435,1134351.031,1170374.627,1206398.222,1242421.818,1278445.414,1314469.01,1350492.605,1386516.201,1422539.797,1458563.393,1494586.988,1530610.584,1566634.18,,,,0.139516381,0.851699945,1.11022E-09
GBR,Europe,United Kingdom,7/17/2020,294803,687,732.143,41060,26,22.286,4342.618,10.12,10.785,604.837,0.383,0.328,1.07,143,2.106,1804,26.574,,,,,164440,8346355,122.947,2.422,126098,1.857,0.006,172.2,tests performed,,GBR,Europe,United Kingdom,7/17/2020,938435.9349,975279.2674,1012122.6,1048965.933,1085809.265,1122652.598,1159495.93,1196339.263,1233182.595,1270025.928,1306869.26,1343712.593,1380555.925,1417399.258,1454242.591,1491085.923,1527929.256,1564772.588,1601615.921,,,,0.139279451,0.852802278,1.15467E-09
GBR,Europe,United Kingdom,7/18/2020,295632,829,732.571,41069,9,21.143,4354.83,12.212,10.791,604.97,0.133,0.311,1.06,137,2.018,1776,26.162,,,,,135779,8482133,124.947,2,127416,1.877,0.006,173.9,tests performed,,GBR,Europe,United Kingdom,7/18/2020,950669.9722,988013.2302,1025356.488,1062699.746,1100043.004,1137386.262,1174729.52,1212072.778,1249416.036,1286759.294,1324102.552,1361445.81,1398789.068,1436132.326,1473475.584,1510818.842,1548162.099,1585505.357,1622848.615,,,,0.138919332,0.853554047,1.36251E-09
GBR,Europe,United Kingdom,7/19/2020,296358,726,743.429,41080,11,21.429,4365.524,10.694,10.951,605.132,0.162,0.316,1.03,131,1.93,1742,25.661,,,1082,15.938,114222,8596355,126.629,1.683,130151,1.917,0.006,175.1,tests performed,,GBR,Europe,United Kingdom,7/19/2020,863901.0479,898215.0352,932529.0225,966843.0098,1001156.997,1035470.984,1069784.972,1104098.959,1138412.946,1172726.934,1207040.921,1241354.908,1275668.895,1309982.883,1344296.87,1378610.857,1412924.845,1447238.832,1481552.819,1515866.806,1550180.794,,0.138616133,0.854487863,1.16703E-09
GBR,Europe,United Kingdom,7/20/2020,296944,586,750.429,41090,10,21.429,4374.156,8.632,11.054,605.279,0.147,0.316,0.98,129,1.9,1734,25.543,,,,,92518,8689851,128.007,1.363,131373,1.935,0.006,175.1,tests performed,,GBR,Europe,United Kingdom,7/20/2020,969731.3838,1007855.922,1045980.459,1084104.997,1122229.535,1160354.072,1198478.61,1236603.148,1274727.686,1312852.223,1350976.761,1389101.299,1427225.836,1465350.374,1503474.912,1541599.449,1579723.987,1617848.525,1655973.063,,,,0.138376259,0.854844819,9.19835E-10
GBR,Europe,United Kingdom,7/21/2020,297389,445,636.857,41115,25,18.714,4380.712,6.555,9.381,605.648,0.368,0.276,0.94,137,2.018,1634,24.07,,,,,132626,8822476,129.96,1.954,133369,1.965,0.005,209.4,tests performed,,GBR,Europe,United Kingdom,7/21/2020,988829.2372,1027723.604,1066617.971,1105512.337,1144406.704,1183301.071,1222195.437,1261089.804,1299984.171,1338878.537,1377772.904,1416667.271,1455561.637,1494456.004,1533350.371,1572244.737,1611139.104,1650033.471,1688927.837,,,,0.138253264,0.855477183,7.08712E-10
GBR,Europe,United Kingdom,7/22/2020,297952,563,640.429,41132,17,17.429,4389.005,8.293,9.434,605.898,0.25,0.257,0.99,110,1.62,1747,25.734,,,,,137234,8959710,131.982,2.022,132787,1.956,0.005,207.3,tests performed,,GBR,Europe,United Kingdom,7/22/2020,1004414.384,1043938.722,1083463.061,1122987.399,1162511.737,1202036.076,1241560.414,1281084.753,1320609.091,1360133.43,1399657.768,1439182.106,1478706.445,1518230.783,1557755.122,1597279.46,1636803.798,1676328.137,1715852.475,,,,0.138049082,0.856588028,9.03667E-10
GBR,Europe,United Kingdom,7/23/2020,298731,779,659.286,41141,9,15.286,4400.48,11.475,9.712,606.031,0.133,0.225,1.05,111,1.635,1538,22.656,,,,,141117,9100816,134.06,2.079,131334,1.935,0.005,199.2,tests performed,,GBR,Europe,United Kingdom,7/23/2020,1020198.117,1060359.216,1100520.314,1140681.413,1180842.511,1221003.609,1261164.708,1301325.806,1341486.905,1381648.003,1421809.102,1461970.2,1502131.299,1542292.397,1582453.495,1622614.594,1662775.692,1702936.791,1743097.889,,,,0.137719219,0.857044023,1.23261E-09
GBR,Europe,United Kingdom,7/24/2020,299500,769,671,41173,32,16.143,4411.808,11.328,9.884,606.502,0.471,0.238,1.07,104,1.532,1453,21.404,,,,,147292,9248643,136.238,2.17,128898,1.899,0.005,192.1,tests performed,,GBR,Europe,United Kingdom,7/24/2020,1036849.549,1077682.35,1118515.152,1159347.953,1200180.754,1241013.556,1281846.357,1322679.158,1363511.96,1404344.761,1445177.562,1486010.364,1526843.165,1567675.966,1608508.768,1649341.569,1690174.37,1731007.172,1771839.973,,,,0.137472454,0.857206895,1.18644E-09
GBR,Europe,United Kingdom,7/25/2020,300270,770,662.571,41188,15,17,4423.15,11.343,9.76,606.723,0.221,0.25,1.07,93,1.37,1401,20.638,,,,,139062,9387703,138.286,2.048,129367,1.906,0.005,195.3,tests performed,,GBR,Europe,United Kingdom,7/25/2020,1051445.561,1092870.952,1134296.342,1175721.732,1217147.123,1258572.513,1299997.903,1341423.294,1382848.684,1424274.074,1465699.465,1507124.855,1548550.245,1589975.636,1631401.026,1672826.416,1714251.807,1755677.197,1797102.587,,,,0.13716988,0.857123362,1.1948E-09
GBR,Europe,United Kingdom,7/26/2020,301020,750,666,41196,8,16.571,4434.198,11.048,9.811,606.841,0.118,0.244,1.07,92,1.355,1383,20.372,,,1001,14.745,111801,9505596,140.023,1.647,129892,1.913,0.005,195,tests performed,,GBR,Europe,United Kingdom,7/26/2020,954186.6757,992206.5308,1030226.386,1068246.241,1106266.096,1144285.951,1182305.806,1220325.661,1258345.516,1296365.371,1334385.226,1372405.081,1410424.936,1448444.791,1486464.646,1524484.502,1562504.357,1600524.212,1638544.067,1676563.922,1714583.777,,0.136854694,0.85692167,1.15197E-09
GBR,Europe,United Kingdom,7/27/2020,301708,688,680.571,41199,3,15.571,4444.333,10.135,10.025,606.885,0.044,0.229,1.06,97,1.429,1370,20.181,,,,,89565,9595161,141.342,1.319,129330,1.905,0.005,190,tests performed,,GBR,Europe,United Kingdom,7/27/2020,1069278.588,1111433.089,1153587.589,1195742.09,1237896.59,1280051.091,1322205.591,1364360.091,1406514.592,1448669.092,1490823.593,1532978.093,1575132.594,1617287.094,1659441.595,1701596.095,1743750.596,1785905.096,1828059.596,,,,0.136552561,0.856881936,1.04081E-09
GBR,Europe,United Kingdom,7/28/2020,302261,553,696,41220,21,15,4452.479,8.146,10.252,607.194,0.309,0.221,1.06,93,1.37,1369,20.166,,,,,147818,9742978,143.52,2.177,131500,1.937,0.005,188.9,tests performed,,GBR,Europe,United Kingdom,7/28/2020,1091937.21,1135002.015,1178066.821,1221131.626,1264196.432,1307261.237,1350326.042,1393390.848,1436455.653,1479520.458,1522585.264,1565650.069,1608714.875,1651779.68,1694844.485,1737909.291,1780974.096,1824038.902,1867103.707,,,,0.136372208,0.85654091,8.98175E-10
GBR,Europe,United Kingdom,7/29/2020,303063,802,730.143,41254,34,17.429,4464.293,11.814,10.755,607.695,0.501,0.257,1.1,87,1.282,1350,19.886,,,,,157439,9900604,145.842,2.319,134413,1.98,0.005,184.1,tests performed,,GBR,Europe,United Kingdom,7/29/2020,1110740.207,1154565.295,1198390.384,1242215.472,1286040.561,1329865.649,1373690.738,1417515.826,1461340.915,1505166.003,1548991.092,1592816.18,1636641.269,1680466.357,1724291.446,1768116.534,1811941.623,1855766.711,1899591.8,,,,0.136123512,0.856137938,1.26676E-09
GBR,Europe,United Kingdom,7/30/2020,303910,847,739.857,41254,0,16.143,4476.77,12.477,10.899,607.695,0,0.238,1.11,84,1.237,1314,19.356,,,,,170027,10070992,148.352,2.505,138597,2.042,0.005,187.3,tests performed,,GBR,Europe,United Kingdom,7/30/2020,1131451.058,1176115.245,1220779.432,1265443.619,1310107.806,1354771.993,1399436.18,1444100.367,1488764.554,1533428.74,1578092.927,1622757.114,1667421.301,1712085.488,1756749.675,1801413.862,1846078.049,1890742.236,1935406.423,,,,0.135744135,0.854962903,1.31052E-09
GBR,Europe,United Kingdom,7/31/2020,304793,883,756.143,41274,20,14.429,4489.777,13.007,11.138,607.99,0.295,0.213,1.11,86,1.267,1266,18.649,,,,,164748,10235737,150.778,2.427,141013,2.077,0.005,186.5,tests performed,,GBR,Europe,United Kingdom,7/31/2020,1149452.47,1194847.473,1240242.475,1285637.478,1331032.48,1376427.482,1421822.485,1467217.487,1512612.49,1558007.492,1603402.495,1648797.497,1694192.499,1739587.502,1784982.504,1830377.507,1875772.509,1921167.511,1966562.514,,,,0.135416496,0.852674336,1.33942E-09
GBR,Europe,United Kingdom,8/1/2020,305562,769,756,41287,13,14.143,4501.105,11.328,11.136,608.181,0.191,0.208,1.1,92,1.355,1290,19.002,,,,,146011,10381748,152.929,2.151,142006,2.092,0.005,187.8,tests performed,,GBR,Europe,United Kingdom,8/1/2020,1163821.137,1209802.006,1255782.876,1301763.745,1347744.615,1393725.484,1439706.354,1485687.223,1531668.093,1577648.962,1623629.831,1669610.701,1715591.57,1761572.44,1807553.309,1853534.179,1899515.048,1945495.918,1991476.787,,,,0.135118241,0.850546321,1.17354E-09
GBR,Europe,United Kingdom,8/2/2020,306309,747,755.571,41292,5,13.714,4512.108,11.004,11.13,608.255,0.074,0.202,1.1,85,1.252,1254,18.472,,,848,12.492,145568,10528542,155.091,2.144,146135,2.153,0.005,193.4,tests performed,,GBR,Europe,United Kingdom,8/2/2020,1061159.774,1103572.956,1145986.137,1188399.318,1230812.5,1273225.681,1315638.863,1358052.044,1400465.225,1442878.407,1485291.588,1527704.77,1570117.951,1612531.132,1654944.314,1697357.495,1739770.677,1782183.858,1824597.039,1867010.221,1909423.402,,0.13480505,0.849965091,1.13756E-09
GBR,Europe,United Kingdom,8/3/2020,307251,942,791.857,41293,1,13.429,4525.984,13.876,11.665,608.27,0.015,0.198,1.13,77,1.134,1251,18.428,,,,,144999,10673541,157.227,2.136,154054,2.269,0.005,194.5,tests performed,,GBR,Europe,United Kingdom,8/3/2020,1197604.936,1244959.573,1292314.21,1339668.847,1387023.484,1434378.121,1481732.757,1529087.394,1576442.031,1623796.668,1671151.305,1718505.942,1765860.579,1813215.215,1860569.852,1907924.489,1955279.126,2002633.763,2049988.4,,,,0.134395006,0.849212312,1.38498E-09
GBR,Europe,United Kingdom,8/4/2020,307926,675,809.286,41311,18,13,4535.928,9.943,11.921,608.535,0.265,0.191,1.11,76,1.12,1216,17.912,,,,,150265,10824501,159.451,2.213,154503,2.276,0.005,190.9,tests performed,,GBR,Europe,United Kingdom,8/4/2020,1214927.245,1262984.055,1311040.864,1359097.673,1407154.483,1455211.292,1503268.101,1551324.911,1599381.72,1647438.529,1695495.339,1743552.148,1791608.957,1839665.767,1887722.576,1935779.385,1983836.195,2031893.004,2079949.813,,,,0.134158856,0.848886229,9.70761E-10
GBR,Europe,United Kingdom,8/5/2020,308832,906,824.143,41325,14,10.143,4549.274,13.346,12.14,608.741,0.206,0.149,1.13,73,1.075,1200,17.677,,,,,161111,10986604,161.839,2.373,155143,2.285,0.005,188.2,tests performed,,GBR,Europe,United Kingdom,8/5/2020,1234042.539,1282870.688,1331698.838,1380526.987,1429355.137,1478183.286,1527011.435,1575839.585,1624667.734,1673495.884,1722324.033,1771152.183,1819980.332,1868808.482,1917636.631,1966464.781,2015292.93,2064121.08,2112949.229,,,,0.133810615,0.847454895,1.26191E-09
GBR,Europe,United Kingdom,8/6/2020,309796,964,840.857,41343,18,12.714,4563.474,14.2,12.386,609.006,0.265,0.187,1.13,69,1.016,1155,17.014,,,,,174833,11162162,164.425,2.575,155881,2.296,0.005,185.4,tests performed,,GBR,Europe,United Kingdom,8/6/2020,1254964.333,1304637.26,1354310.187,1403983.114,1453656.041,1503328.968,1553001.895,1602674.823,1652347.75,1702020.677,1751693.604,1801366.531,1851039.458,1900712.385,1950385.312,2000058.24,2049731.167,2099404.094,2149077.021,,,,0.133452336,0.846535184,1.32024E-09
GBR,Europe,United Kingdom,8/7/2020,310696,900,843.286,41355,12,11.571,4576.731,13.258,12.422,609.183,0.177,0.17,1.11,67,0.987,1094,16.115,,,,,173213,11335375,166.977,2.552,157091,2.314,0.005,186.3,tests performed,,GBR,Europe,United Kingdom,8/7/2020,1274124.837,1324574.9,1375024.963,1425475.026,1475925.089,1526375.152,1576825.215,1627275.278,1677725.341,1728175.404,1778625.467,1829075.53,1879525.593,1929975.656,1980425.719,2030875.782,2081325.845,2131775.908,2182225.971,,,,0.133104385,0.845950772,1.21817E-09
GBR,Europe,United Kingdom,8/8/2020,311461,765,842.714,41358,3,10.143,4588,11.269,12.414,609.227,0.044,0.149,1.12,62,0.913,1027,15.128,,,,,160651,11496026,169.343,2.366,159183,2.345,0.005,188.9,tests performed,,GBR,Europe,United Kingdom,8/8/2020,1290899.164,1342032.724,1393166.284,1444299.844,1495433.404,1546566.964,1597700.524,1648834.083,1699967.643,1751101.203,1802234.763,1853368.323,1904501.883,1955635.443,2006769.002,2057902.562,2109036.122,2160169.682,2211303.242,,,,0.132787091,0.845753703,1.03591E-09
GBR,Europe,United Kingdom,8/9/2020,312574,1113,895,41363,5,10.143,4604.395,16.395,13.184,609.301,0.074,0.149,1.17,65,0.957,983,14.48,,,843,12.418,162990,11659552,171.752,2.401,161573,2.38,0.006,180.5,tests performed,,GBR,Europe,United Kingdom,8/9/2020,1177238.819,1224418.072,1271597.326,1318776.579,1365955.833,1413135.086,1460314.34,1507493.593,1554672.846,1601852.1,1649031.353,1696210.607,1743389.86,1790569.113,1837748.367,1884927.62,1932106.874,1979286.127,2026465.381,2073644.634,2120823.887,,0.132330264,0.844269383,1.45981E-09
GBR,Europe,United Kingdom,8/10/2020,313392,818,877.286,41381,18,12.571,4616.445,12.05,12.923,609.566,0.265,0.185,1.18,70,1.031,1087,16.012,,,,,152498,11812650,174.007,2.246,162730,2.397,0.005,185.5,tests performed,,GBR,Europe,United Kingdom,8/10/2020,1325547.012,1378085.199,1430623.386,1483161.574,1535699.761,1588237.948,1640776.136,1693314.323,1745852.51,1798390.698,1850928.885,1903467.072,1956005.26,2008543.447,2061081.634,2113619.822,2166158.009,2218696.196,2271234.384,,,,0.132042298,0.844466815,1.06095E-09
GBR,Europe,United Kingdom,8/11/2020,314542,1150,945.143,41394,13,11.857,4633.385,16.94,13.922,609.757,0.191,0.175,1.22,73,1.075,1039,15.305,,,,,157558,11970337,176.33,2.321,163691,2.411,0.006,173.2,tests performed,,GBR,Europe,United Kingdom,8/11/2020,1343592.018,1396857.668,1450123.317,1503388.966,1556654.616,1609920.265,1663185.915,1716451.564,1769717.214,1822982.863,1876248.512,1929514.162,1982779.811,2036045.461,2089311.11,2142576.759,2195842.409,2249108.058,2302373.708,,,,0.131600867,0.84326193,1.41906E-09
GBR,Europe,United Kingdom,8/12/2020,315581,1039,964.143,41414,20,12.714,4648.69,15.305,14.202,610.052,0.295,0.187,1.21,80,1.178,1004,14.789,,,,,176489,12148434,178.953,2.6,165976,2.445,0.006,172.1,tests performed,,GBR,Europe,United Kingdom,8/12/2020,1365546.839,1419699.498,1473852.157,1528004.816,1582157.476,1636310.135,1690462.794,1744615.454,1798768.113,1852920.772,1907073.431,1961226.091,2015378.75,2069531.409,2123684.068,2177836.728,2231989.387,2286142.046,2340294.706,,,,0.131230968,0.842035804,1.25782E-09
GBR,Europe,United Kingdom,8/13/2020,316729,1148,990.429,41432,18,12.714,4665.601,16.911,14.59,610.317,0.265,0.187,1.2,75,1.105,1008,14.848,,,,,163470,12313091,181.379,2.408,164418,2.422,0.006,166,tests performed,,GBR,Europe,United Kingdom,8/13/2020,1382183.843,1437009.611,1491835.378,1546661.146,1601486.914,1656312.681,1711138.449,1765964.216,1820789.984,1875615.752,1930441.519,1985267.287,2040093.055,2094918.822,2149744.59,2204570.358,2259396.125,2314221.893,2369047.661,,,,0.130812145,0.842550385,1.35715E-09
GBR,Europe,United Kingdom,8/14/2020,318190,1461,1070.571,41443,11,12.571,4687.122,21.521,15.77,610.479,0.162,0.185,1.19,73,1.075,995,14.657,,,,,170441,12483532,183.89,2.511,164022,2.416,0.007,153.2,tests performed,,GBR,Europe,United Kingdom,8/14/2020,1401638.214,1457246.382,1512854.55,1568462.718,1624070.886,1679679.054,1735287.222,1790895.39,1846503.558,1902111.726,1957719.894,2013328.062,2068936.23,2124544.398,2180152.566,2235760.734,2291368.902,2346977.07,2402585.238,,,,0.130246079,0.840222065,1.65267E-09
GBR,Europe,United Kingdom,8/15/2020,319232,1042,1110.143,41446,3,12.571,4702.472,15.349,16.353,610.523,0.044,0.185,1.12,76,1.12,974,14.348,,,,,180197,12663729,186.544,2.654,166815,2.457,0.007,150.3,tests performed,,GBR,Europe,United Kingdom,8/15/2020,1422970.138,1479443.199,1535916.261,1592389.323,1648862.384,1705335.446,1761808.508,1818281.569,1874754.631,1931227.693,1987700.755,2044173.816,2100646.878,2157119.94,2213593.001,2270066.063,2326539.125,2383012.186,2439485.248,,,,0.129830343,0.83932587,1.15517E-09
GBR,Europe,United Kingdom,8/16/2020,320343,1111,1109.857,41451,5,12.571,4718.837,16.366,16.349,610.597,0.074,0.185,1.07,78,1.149,979,14.421,,,712,10.488,168144,12833817,189.05,2.477,167752,2.471,0.007,151.1,tests performed,,GBR,Europe,United Kingdom,8/16/2020,1295288.01,1347306.28,1399324.549,1451342.819,1503361.089,1555379.359,1607397.629,1659415.899,1711434.169,1763452.439,1815470.708,1867488.978,1919507.248,1971525.518,2023543.788,2075562.058,2127580.328,2179598.598,2231616.867,2283635.137,2335653.407,,0.129395679,0.838368664,1.19972E-09
GBR,Europe,United Kingdom,8/17/2020,321064,721,1096,41454,3,10.429,4729.458,10.621,16.145,610.641,0.044,0.154,1.03,73,1.075,982,14.465,,,,,146264,12980099,191.204,2.155,166778,2.457,0.007,152.2,tests performed,,GBR,Europe,United Kingdom,8/17/2020,1454483.719,1512238.978,1569994.237,1627749.497,1685504.756,1743260.015,1801015.274,1858770.534,1916525.793,1974281.052,2032036.311,2089791.571,2147546.83,2205302.089,2263057.348,2320812.608,2378567.867,2436323.126,2494078.385,,,,0.129114444,0.838838213,7.91032E-10
GBR,Europe,United Kingdom,8/18/2020,322177,1113,1090.714,41466,12,10.286,4745.853,16.395,16.067,610.818,0.177,0.152,1.04,73,1.075,953,14.038,,,,,157194,13137301,193.52,2.316,166709,2.456,0.007,152.8,tests performed,,GBR,Europe,United Kingdom,8/18/2020,1472944.379,1531442.48,1589940.582,1648438.683,1706936.784,1765434.885,1823932.986,1882431.088,1940929.189,1999427.29,2057925.391,2116423.492,2174921.594,2233419.695,2291917.796,2350415.897,2408913.998,2467412.1,2525910.201,,,,0.128705649,0.837993209,1.18359E-09
GBR,Europe,United Kingdom,8/19/2020,323008,831,1061,41483,17,9.857,4758.094,12.241,15.629,611.069,0.25,0.145,1.03,70,1.031,924,13.611,,,,,181358,13317181,196.17,2.672,166964,2.459,0.006,157.4,tests performed,,GBR,Europe,United Kingdom,8/19/2020,1495388.539,1554793.208,1614197.877,1673602.545,1733007.214,1792411.883,1851816.552,1911221.22,1970625.889,2030030.558,2089435.227,2148839.895,2208244.564,2267649.233,2327053.902,2386458.57,2445863.239,2505267.908,2564672.577,,,,0.12842716,0.837490044,8.88376E-10
GBR,Europe,United Kingdom,8/20/2020,324203,1195,1067.714,41489,6,8.143,4775.697,17.603,15.728,611.157,0.088,0.12,1.06,76,1.12,909,13.39,,,,,174250,13492242,198.749,2.567,168450,2.481,0.006,157.8,tests performed,,GBR,Europe,United Kingdom,8/20/2020,1514184.169,1574349.336,1634514.503,1694679.671,1754844.838,1815010.006,1875175.173,1935340.34,1995505.508,2055670.675,2115835.843,2176001.01,2236166.177,2296331.345,2356496.512,2416661.68,2476826.847,2536992.014,2597157.182,,,,0.127972289,0.835653523,1.25703E-09
GBR,Europe,United Kingdom,8/21/2020,325263,1060,1010.429,41491,2,6.857,4791.312,15.614,14.884,611.186,0.029,0.101,1.07,72,1.061,888,13.081,,,,,181878,13674120,201.428,2.679,170084,2.505,0.006,168.3,tests performed,,GBR,Europe,United Kingdom,8/21/2020,1535315.39,1596336.22,1657357.05,1718377.88,1779398.71,1840419.54,1901440.37,1962461.2,2023482.03,2084502.86,2145523.69,2206544.52,2267565.35,2328586.18,2389607.011,2450627.841,2511648.671,2572669.501,2633690.331,,,,0.127561389,0.834507067,1.10278E-09
GBR,Europe,United Kingdom,8/22/2020,326595,1332,1051.857,41509,18,9,4810.933,19.621,15.494,611.452,0.265,0.133,1.1,71,1.046,943,13.891,,,,,177279,13851399,204.039,2.611,169667,2.499,0.006,161.3,tests performed,,GBR,Europe,United Kingdom,8/22/2020,1554352.723,1616141.781,1677930.839,1739719.897,1801508.955,1863298.013,1925087.071,1986876.129,2048665.187,2110454.245,2172243.303,2234032.361,2295821.419,2357610.477,2419399.535,2481188.593,2542977.651,2604766.709,2666555.768,,,,0.127096251,0.833276508,1.33385E-09
GBR,Europe,United Kingdom,8/23/2020,327643,1048,1042.857,41515,6,9.143,4826.37,15.438,15.362,611.54,0.088,0.135,1.08,72,1.061,870,12.816,,,695,10.238,165455,14017466,206.485,2.437,169093,2.491,0.006,162.1,tests performed,,GBR,Europe,United Kingdom,8/23/2020,1413017.616,1469863.959,1526710.301,1583556.643,1640402.985,1697249.328,1754095.67,1810942.012,1867788.354,1924634.696,1981481.039,2038327.381,2095173.723,2152020.065,2208866.408,2265712.75,2322559.092,2379405.434,2436251.776,2493098.119,2549944.461,,0.126708033,0.832749364,1.05398E-09
GBR,Europe,United Kingdom,8/24/2020,328620,977,1079.429,41519,4,9.286,4840.762,14.392,15.901,611.599,0.059,0.137,1.1,68,1.002,876,12.904,,,,,147940,14165419,208.665,2.179,169331,2.494,0.006,156.9,tests performed,,GBR,Europe,United Kingdom,8/24/2020,1586019.376,1649095.136,1712170.896,1775246.656,1838322.415,1901398.175,1964473.935,2027549.695,2090625.455,2153701.214,2216776.974,2279852.734,2342928.494,2406004.253,2469080.013,2532155.773,2595231.533,2658307.293,2721383.052,,,,0.126343497,0.832408161,9.72317E-10
GBR,Europe,United Kingdom,8/25/2020,329821,1201,1092,41535,16,9.857,4858.454,17.691,16.086,611.835,0.236,0.145,1.13,68,1.002,844,12.433,,,,,179602,14366169,211.622,2.646,175553,2.586,0.006,160.8,tests performed,,GBR,Europe,United Kingdom,8/25/2020,1612300.704,1676437.371,1740574.038,1804710.704,1868847.371,1932984.038,1997120.705,2061257.372,2125394.039,2189530.706,2253667.372,2317804.039,2381940.706,2446077.373,2510214.04,2574350.707,2638487.373,2702624.04,2766760.707,,,,0.125931945,0.831448634,1.19125E-09
