iso_code,continent,location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,new_tests,total_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,new_vaccinations_smoothed_per_million,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index,excess_mortality,,death rate,recover rate,infection rate
GBR,Europe,United Kingdom,1/31/2020,2,2,,,,,0.029,0.029,,,,,,,,,,,,,,,,,,,,,,,,GBR,Europe,United Kingdom,1/31/2020,-0.423797297,-0.743418919,-1.063040541,-1.382662162,-1.702283784,-2.021905405,-2.341527027,-2.661148649,,,,,,,,,,,,,,,0,,
GBR,Europe,United Kingdom,2/1/2020,2,0,,,,,0.029,0,,,,,,,,,,,,,,,,,,,,,,,,GBR,Europe,United Kingdom,2/1/2020,-0.335283784,-0.522513514,-0.709743243,-0.896972973,-1.084202703,-1.271432432,-1.458662162,-1.645891892,,,,,,,,,,,,,,,0,,
GBR,Europe,United Kingdom,2/2/2020,2,0,,,,,0.029,0,,,,,,,,,,,,,,,,,,,,,,,,GBR,Europe,United Kingdom,2/2/2020,-0.335283784,-0.522513514,-0.709743243,-0.896972973,-1.084202703,-1.271432432,-1.458662162,-1.645891892,,,,,,,,,,,,,,,0,,
GBR,Europe,United Kingdom,2/3/2020,8,6,,,,,0.118,0.088,,,,,,,,,,,,,,,,,,,,,,,,GBR,Europe,United Kingdom,2/3/2020,-1.604891892,-2.750756757,-3.896621622,-5.042486486,-6.188351351,-7.334216216,-8.480081081,-9.625945946,,,,,,,,,,,,,,,0,,
GBR,Europe,United Kingdom,2/4/2020,8,0,,,,,0.118,0,,,,,,,,,,,,,,,,,,,,,,,,GBR,Europe,United Kingdom,2/4/2020,-1.340027027,-2.088810811,-2.837594595,-3.586378378,-4.335162162,-5.083945946,-5.83272973,-6.581513514,,,,,,,,,,,,,,,0,,
GBR,Europe,United Kingdom,2/5/2020,9,1,1.286,,,0,0.133,0.015,0.019,,,0,,,,,,,,,,,,,,,,,,,,GBR,Europe,United Kingdom,2/5/2020,-2.253035,-2.779415,-3.305795,-3.832175,-4.358555,-4.884935,-5.411315,-5.937695,-6.464075,-6.990455,-7.516835,-8.043215,,,,,,,,,,,0,,
GBR,Europe,United Kingdom,2/6/2020,9,0,1.286,,,0,0.133,0,0.019,,,0,,,,,,,,,,,,,,,,,,,,GBR,Europe,United Kingdom,2/6/2020,-2.10201,-2.58869,-3.07537,-3.56205,-4.04873,-4.53541,-5.02209,-5.50877,-5.99545,-6.48213,-6.96881,-7.45549,,,,,,,,,,,0,,
GBR,Europe,United Kingdom,2/7/2020,9,0,1,,,0,0.133,0,0.015,,,0,,,,,,,,,,,,,,,,,,,,GBR,Europe,United Kingdom,2/7/2020,-2.07904,-2.55726,-3.03548,-3.5137,-3.99192,-4.47014,-4.94836,-5.42658,-5.9048,-6.38302,-6.86124,-7.33946,,,,,,,,,,,0,,
GBR,Europe,United Kingdom,2/8/2020,13,4,1.571,,,0,0.191,0.059,0.023,,,0,,,,,,,,,,,,,,,,,,,,GBR,Europe,United Kingdom,2/8/2020,-3.61795,-4.4713,-5.32465,-6.178,-7.03135,-7.8847,-8.73805,-9.5914,-10.44475,-11.2981,-12.15145,-13.0048,,,,,,,,,,,0,,
GBR,Europe,United Kingdom,2/9/2020,14,1,1.714,,,0,0.206,0.015,0.025,,,0,,,,,,,,,,,,,,,,,,,,GBR,Europe,United Kingdom,2/9/2020,-3.39817,-4.18648,-4.97479,-5.7631,-6.55141,-7.33972,-8.12803,-8.91634,-9.70465,-10.49296,-11.28127,-12.06958,,,,,,,,,,,0,,
GBR,Europe,United Kingdom,2/10/2020,14,0,0.857,,,0,0.206,0,0.013,,,0,,,,,,,,,,,,,,,,,,,,GBR,Europe,United Kingdom,2/10/2020,-3.17832,-3.90158,-4.62484,-5.3481,-6.07136,-6.79462,-7.51788,-8.24114,-8.9644,-9.68766,-10.41092,-11.13418,,,,,,,,,,,0,,
GBR,Europe,United Kingdom,2/11/2020,15,1,1,,,0,0.221,0.015,0.015,,,0,,,,,,,,,,,,,,,,,,,,GBR,Europe,United Kingdom,2/11/2020,-3.562905,-4.379945,-5.196985,-6.014025,-6.831065,-7.648105,-8.465145,-9.282185,-10.099225,-10.916265,-11.733305,-12.550345,,,,,,,,,,,0,,
GBR,Europe,United Kingdom,2/12/2020,16,1,1,,,0,0.236,0.015,0.015,,,0,,,,,,,,,,,,,,,,,,,,GBR,Europe,United Kingdom,2/12/2020,-3.78498,-4.65187,-5.51876,-6.38565,-7.25254,-8.11943,-8.98632,-9.85321,-10.7201,-11.58699,-12.45388,-13.32077,,,,,,,,,,,0,,
GBR,Europe,United Kingdom,2/13/2020,17,1,1.143,,,0,0.25,0.015,0.017,,,0,,,,,,,,,,,,,,,,,,,,GBR,Europe,United Kingdom,2/13/2020,-4.018735,-4.939715,-5.860695,-6.781675,-7.702655,-8.623635,-9.544615,-10.465595,-11.386575,-12.307555,-13.228535,-14.149515,,,,,,,,,,,0,,
GBR,Europe,United Kingdom,2/14/2020,18,1,1.286,,,0,0.265,0.015,0.019,,,0,,,,,,,,,,,,,,,,,,,,GBR,Europe,United Kingdom,2/14/2020,-4.252295,-5.227355,-6.202415,-7.177475,-8.152535,-9.127595,-10.102655,-11.077715,-12.052775,-13.027835,-14.002895,-14.977955,,,,,,,,,,,0,,9.4697E-10
GBR,Europe,United Kingdom,2/15/2020,18,0,0.714,,,0,0.265,0,0.011,,,0,,,,,,,,,,,,,,,,,,,,GBR,Europe,United Kingdom,2/15/2020,-4.05533,-4.97377,-5.89221,-6.81065,-7.72909,-8.64753,-9.56597,-10.48441,-11.40285,-12.32129,-13.23973,-14.15817,,,,,,,,,,,0,,0
GBR,Europe,United Kingdom,2/16/2020,18,0,0.571,,,0,0.265,0,0.008,,,0,,,,,,,,,,,,,,,,,,,,GBR,Europe,United Kingdom,2/16/2020,-4.04418,-4.95842,-5.87266,-6.7869,-7.70114,-8.61538,-9.52962,-10.44386,-11.3581,-12.27234,-13.18658,-14.10082,,,,,,,,,,,0,,0
GBR,Europe,United Kingdom,2/17/2020,19,1,0.714,,,0,0.28,0.015,0.011,,,0,,,,,,,,,,,,,,,,,,,,GBR,Europe,United Kingdom,2/17/2020,-4.42843,-5.43642,-6.44441,-7.4524,-8.46039,-9.46838,-10.47637,-11.48436,-12.49235,-13.50034,-14.50833,-15.51632,,,,,,,,,,,0,,1.37741E-09
GBR,Europe,United Kingdom,2/18/2020,19,0,0.571,,,0,0.28,0,0.008,,,0,,,,,,,,,,,,,,,,,,,,GBR,Europe,United Kingdom,2/18/2020,-4.266255,-5.230345,-6.194435,-7.158525,-8.122615,-9.086705,-10.050795,-11.014885,-11.978975,-12.943065,-13.907155,-14.871245,,,,,,,,,,,0,,0
GBR,Europe,United Kingdom,2/19/2020,20,1,0.571,,,0,0.295,0.015,0.008,,,0,,,,,,,,,,,,,,,,,,,,GBR,Europe,United Kingdom,2/19/2020,-4.639355,-5.692995,-6.746635,-7.800275,-8.853915,-9.907555,-10.961195,-12.014835,-13.068475,-14.122115,-15.175755,-16.229395,,,,,,,,,,,0,,1.37741E-09
GBR,Europe,United Kingdom,2/20/2020,22,2,0.714,,,0,0.324,0.029,0.011,,,0,,,,,,,,,,,,,,,,,,,,GBR,Europe,United Kingdom,2/20/2020,-5.24614,-6.44341,-7.64068,-8.83795,-10.03522,-11.23249,-12.42976,-13.62703,-14.8243,-16.02157,-17.21884,-18.41611,,,,,,,,,,,0,,2.331E-09
GBR,Europe,United Kingdom,2/21/2020,23,1,0.714,,,0,0.339,0.015,0.011,,,0,,,,,,,,,,,,,,,,,,,,GBR,Europe,United Kingdom,2/21/2020,-5.316925,-6.524325,-7.731725,-8.939125,-10.146525,-11.353925,-12.561325,-13.768725,-14.976125,-16.183525,-17.390925,-18.598325,,,,,,,,,,,0,,1.08225E-09
GBR,Europe,United Kingdom,2/22/2020,23,0,0.714,,,0,0.339,0,0.011,,,0,,,,,,,,,,,,,,,,,,,,GBR,Europe,United Kingdom,2/22/2020,-5.1659,-6.3336,-7.5013,-8.669,-9.8367,-11.0044,-12.1721,-13.3398,-14.5075,-15.6752,-16.8429,-18.0106,,,,,,,,,,,0,,0
GBR,Europe,United Kingdom,2/23/2020,28,5,1.429,,,0,0.412,0.074,0.021,,,0,,,,,,,,,,,,,,,,,,,,GBR,Europe,United Kingdom,2/23/2020,-7.08948,-8.72612,-10.36276,-11.9994,-13.63604,-15.27268,-16.90932,-18.54596,-20.1826,-21.81924,-23.45588,-25.09252,,,,,,,,,,,0,,5.41126E-09
GBR,Europe,United Kingdom,2/24/2020,30,2,1.571,,,0,0.442,0.029,0.023,,,0,,,,,,,,,,,,,,,,,,,,GBR,Europe,United Kingdom,2/24/2020,-7.091955,-8.713395,-10.334835,-11.956275,-13.577715,-15.199155,-16.820595,-18.442035,-20.063475,-21.684915,-23.306355,-24.927795,,,,,,,,,,,0,,1.89394E-09
GBR,Europe,United Kingdom,2/25/2020,34,4,2.143,,,0,0.501,0.059,0.032,,,0,,,,,,,,,,,,,,,,,,,,GBR,Europe,United Kingdom,2/25/2020,-8.328105,-10.245245,-12.162385,-14.079525,-15.996665,-17.913805,-19.830945,-21.748085,-23.665225,-25.582365,-27.499505,-29.416645,,,,,,,,,,,0,,3.18979E-09
GBR,Europe,United Kingdom,2/26/2020,37,3,2.429,,,0,0.545,0.044,0.036,,,0,,,,,,,,,,,,,,,,,,,,GBR,Europe,United Kingdom,2/26/2020,-8.86647,-10.90193,-12.93739,-14.97285,-17.00831,-19.04377,-21.07923,-23.11469,-25.15015,-27.18561,-29.22107,-31.25653,,,,,,,,,,,0,,2.1645E-09
GBR,Europe,United Kingdom,2/27/2020,44,7,3.143,,,0,0.648,0.103,0.046,,,0,,,,,,,,,,,,,,,,,,,,GBR,Europe,United Kingdom,2/27/2020,-11.08309,-13.64746,-16.21183,-18.7762,-21.34057,-23.90494,-26.46931,-29.03368,-31.59805,-34.16242,-36.72679,-39.29116,,,,,,,,,,,0,,3.92817E-09
GBR,Europe,United Kingdom,2/28/2020,56,12,4.714,,,0,0.825,0.177,0.069,,,0,,,,,,,,,,,,,,,,,,,,GBR,Europe,United Kingdom,2/28/2020,-14.629795,-18.037355,-21.444915,-24.852475,-28.260035,-31.667595,-35.075155,-38.482715,-41.890275,-45.297835,-48.705395,-52.112955,,,,,,,,,,,0,,4.78469E-09
GBR,Europe,United Kingdom,2/29/2020,61,5,5.429,,,0,0.899,0.074,0.08,,,0,,,,,,,,,,,,,,,,,,,,GBR,Europe,United Kingdom,2/29/2020,-14.73975,-18.13975,-21.53975,-24.93975,-28.33975,-31.73975,-35.13975,-38.53975,-41.93975,-45.33975,-48.73975,-52.13975,,,,,,,,,,,0,,1.76181E-09
GBR,Europe,United Kingdom,3/1/2020,94,33,9.429,,,0,1.385,0.486,0.139,,,0,,,,,,,,,,,,,,,,,,,,GBR,Europe,United Kingdom,3/1/2020,-26.621035,-32.896165,-39.171295,-45.446425,-51.721555,-57.996685,-64.271815,-70.546945,-76.822075,-83.097205,-89.372335,-95.647465,,,,,,,,,,,0,0.019382979,6.57895E-09
GBR,Europe,United Kingdom,3/2/2020,134,40,14.857,,,0,1.974,0.589,0.219,,,0,,,,,,,,,,,,,,,,,,,,GBR,Europe,United Kingdom,3/2/2020,-36.998465,-45.706085,-54.413705,-63.121325,-71.828945,-80.536565,-89.244185,-97.951805,-106.659425,-115.367045,-124.074665,-132.782285,,,,,,,,,,,0,0.013597015,5.2701E-09
GBR,Europe,United Kingdom,3/3/2020,189,55,22.143,,,0,2.784,0.81,0.326,,,0,2.12,,,,,,,,,,,,,,,,,,,GBR,Europe,United Kingdom,3/3/2020,-41.34321672,-51.25509288,-61.16696904,-71.0788452,-80.99072136,-90.90259752,-100.8144737,-110.7263498,-120.638226,-130.5501022,-140.4619783,-150.3738545,-160.2857307,,,,,,,,,,0,0.009640212,4.90197E-09
GBR,Europe,United Kingdom,3/4/2020,246,57,29.857,,,0,3.624,0.84,0.44,,,0,2.09,,,,,,,,,,,,,,,,,,,GBR,Europe,United Kingdom,3/4/2020,-52.32543498,-64.79897214,-77.27250929,-89.74604644,-102.2195836,-114.6931207,-127.1666579,-139.640195,-152.1137322,-164.5872693,-177.0608065,-189.5343437,-202.0078808,,,,,,,,,,0,0.029626016,3.82141E-09
GBR,Europe,United Kingdom,3/5/2020,295,49,35.857,,,0,4.346,0.722,0.528,,,0,2.14,,,,,,,,,,,,,,,,,,,GBR,Europe,United Kingdom,3/5/2020,-60.4550743,-74.78874613,-89.12241796,-103.4560898,-117.7897616,-132.1234334,-146.4571053,-160.7907771,-175.1244489,-189.4581207,-203.7917926,-218.1254644,-232.4591362,,,,,,,,,,0,0.024705085,2.71951E-09
GBR,Europe,United Kingdom,3/6/2020,374,79,45.429,1,1,0.143,5.509,1.164,0.669,0.015,0.015,0.002,2.28,,,,,,,,,,,,,,,,,,,GBR,Europe,United Kingdom,3/6/2020,-68.81192308,-84.24907692,-99.68623077,-115.1233846,-130.5605385,-145.9976923,-161.4348462,-176.872,-192.3091538,-207.7463077,-223.1834615,-238.6206154,-254.0577692,,,,,,,,,,0.002673797,0.02192246,3.41019E-09
GBR,Europe,United Kingdom,3/7/2020,429,55,52.571,2,1,0.286,6.319,0.81,0.774,0.029,0.015,0.004,2.4,,,,,,,,,,,,,,,,,,,GBR,Europe,United Kingdom,3/7/2020,-75.00880769,-91.77059341,-108.5323791,-125.2941648,-142.0559505,-158.8177363,-175.579522,-192.3413077,-209.1030934,-225.8648791,-242.6266648,-259.3884505,-276.1502363,,,,,,,,,,0.004662005,0.019111888,2.05256E-09
GBR,Europe,United Kingdom,3/8/2020,483,54,55.571,2,0,0.286,7.115,0.795,0.819,0.029,0,0.004,2.6,,,,,,,,,,,,,,,,,,,GBR,Europe,United Kingdom,3/8/2020,-83.30738462,-101.8701868,-120.432989,-138.9957912,-157.5585934,-176.1213956,-194.6841978,-213.247,-231.8098022,-250.3726044,-268.9354066,-287.4982088,-306.061011,,,,,,,,,,0.004140787,0.016975155,1.79821E-09
GBR,Europe,United Kingdom,3/9/2020,630,147,70.857,3,1,0.429,9.28,2.165,1.044,0.044,0.015,0.006,2.94,,,,,,,,,,,,,,,,,,,GBR,Europe,United Kingdom,3/9/2020,-117.3916154,-143.6978901,-170.0041648,-196.3104396,-222.6167143,-248.922989,-275.2292637,-301.5355385,-327.8418132,-354.1480879,-380.4543626,-406.7606374,-433.0669121,,,,,,,,,,0.004761905,0.018798413,3.71215E-09
GBR,Europe,United Kingdom,3/10/2020,889,259,100,7,4,1,13.095,3.815,1.473,0.103,0.059,0.015,3.23,,,,,,,,,,,,,,,,,,,GBR,Europe,United Kingdom,3/10/2020,-171.8715,-210.5101758,-249.1488516,-287.7875275,-326.4262033,-365.0648791,-403.7035549,-442.3422308,-480.9809066,-519.6195824,-558.2582582,-596.8969341,-635.5356099,,,,,,,,,,0.007874016,0.014346457,4.58982E-09
GBR,Europe,United Kingdom,3/11/2020,1301,412,150.714,7,0,1,19.164,6.069,2.22,0.103,0,0.015,3.31,,,,,,,,,,,,,,,,,,,GBR,Europe,United Kingdom,3/11/2020,-255.9581923,-313.4312857,-370.9043791,-428.3774725,-485.8505659,-543.3236593,-600.7967527,-658.2698462,-715.7429396,-773.216033,-830.6891264,-888.1622198,-945.6353132,,,,,,,,,,0.005380477,0.009803228,4.93872E-09
GBR,Europe,United Kingdom,3/12/2020,1790,489,213.571,9,2,1.286,26.368,7.203,3.146,0.133,0.029,0.019,3.14,,,,,,,,,,,,,,,,,,,GBR,Europe,United Kingdom,3/12/2020,-344.1859615,-421.3212637,-498.4565659,-575.5918681,-652.7271703,-729.8624725,-806.9977747,-884.1330769,-961.2683791,-1038.403681,-1115.538984,-1192.674286,-1269.809588,,,,,,,,,,0.005027933,0.007634078,4.24358E-09
GBR,Europe,United Kingdom,3/13/2020,2270,480,270.857,10,1,1.286,33.438,7.071,3.99,0.147,0.015,0.019,2.84,,,,,,,,,,,,,,,,,,,GBR,Europe,United Kingdom,3/13/2020,-420.8731154,-514.8512857,-608.829456,-702.8076264,-796.7857967,-890.763967,-984.7421374,-1078.720308,-1172.698478,-1266.676648,-1360.654819,-1454.632989,-1548.611159,,,,,,,,,,0.004405286,0.006421145,3.28499E-09
GBR,Europe,United Kingdom,3/14/2020,2634,364,315,29,19,3.857,38.8,5.362,4.64,0.427,0.28,0.057,2.59,,,,,,,,,,,,,,,,,,,GBR,Europe,United Kingdom,3/14/2020,-467.1524231,-571.4380769,-675.7237308,-780.0093846,-884.2950385,-988.5806923,-1092.866346,-1197.152,-1301.437654,-1405.723308,-1510.008962,-1614.294615,-1718.580269,,,,,,,,,,0.011009871,0.005879651,2.14355E-09
GBR,Europe,United Kingdom,3/15/2020,3077,443,370.571,43,14,5.857,45.326,6.526,5.459,0.633,0.206,0.086,2.43,,,,,,,,,,,,,,,,,,,GBR,Europe,United Kingdom,3/15/2020,-548.4144615,-670.8703077,-793.3261538,-915.782,-1038.237846,-1160.693692,-1283.149538,-1405.605385,-1528.061231,-1650.517077,-1772.972923,-1895.428769,-2017.884615,,,,,,,,,,0.013974651,0.005329217,2.25023E-09
GBR,Europe,United Kingdom,3/16/2020,3692,615,437.429,66,23,9,54.385,9.059,6.444,0.972,0.339,0.133,2.28,,,,,,,,,,,,,,,,,,,GBR,Europe,United Kingdom,3/16/2020,-667.5796154,-816.9705604,-966.3615055,-1115.752451,-1265.143396,-1414.534341,-1563.925286,-1713.316231,-1862.707176,-2012.098121,-2161.489066,-2310.880011,-2460.270956,,,,,,,,,,0.01787649,0.004441495,2.61908E-09
GBR,Europe,United Kingdom,3/17/2020,4462,770,510.429,83,17,10.857,65.728,11.343,7.519,1.223,0.25,0.16,2.21,,,,,,,,,,,,,,,,,,,GBR,Europe,United Kingdom,3/17/2020,-808.8086538,-989.6463626,-1170.484071,-1351.32178,-1532.159489,-1712.997198,-1893.834907,-2074.672615,-2255.510324,-2436.348033,-2617.185742,-2798.023451,-2978.861159,,,,,,,,,,0.018601524,0.003675034,2.7305E-09
GBR,Europe,United Kingdom,3/18/2020,5468,1006,595.286,118,35,15.857,80.547,14.819,8.769,1.738,0.516,0.234,2.21,,,,,,,,,,,,,,,,,,,GBR,Europe,United Kingdom,3/18/2020,-996.5763077,-1219.680352,-1442.784396,-1665.88844,-1888.992484,-2112.096527,-2335.200571,-2558.304615,-2781.408659,-3004.512703,-3227.616747,-3450.720791,-3673.824835,,,,,,,,,,0.021580102,0.003165508,2.91912E-09
GBR,Europe,United Kingdom,3/19/2020,6534,1066,677.714,164,46,22.143,96.25,15.703,9.983,2.416,0.678,0.326,2.23,,,,,,,,,,,,,,,,,,,GBR,Europe,United Kingdom,3/19/2020,-1173.672077,-1436.256473,-1698.840868,-1961.425264,-2224.009659,-2486.594055,-2749.178451,-3011.762846,-3274.347242,-3536.931637,-3799.516033,-4062.100429,-4324.684824,,,,,,,,,,0.02509948,0.002649066,2.58904E-09
GBR,Europe,United Kingdom,3/20/2020,7792,1258,788.857,196,32,26.571,114.781,18.531,11.62,2.887,0.471,0.391,2.26,,,,,,,,,,,,,,,,,,,GBR,Europe,United Kingdom,3/20/2020,-1396.901154,-1709.033945,-2021.166736,-2333.299527,-2645.432319,-2957.56511,-3269.697901,-3581.830692,-3893.963484,-4206.096275,-4518.229066,-4830.361857,-5142.494648,,,,,,,,,,0.025154004,0.002338296,2.5698E-09
GBR,Europe,United Kingdom,3/21/2020,9007,1215,910.429,254,58,32.143,132.678,17.898,13.411,3.742,0.854,0.473,2.29,,,,,,,,,,,,,,,,,,,GBR,Europe,United Kingdom,3/21/2020,-1588.367538,-1943.276286,-2298.185033,-2653.09378,-3008.002527,-3362.911275,-3717.820022,-4072.728769,-4427.637516,-4782.546264,-5137.455011,-5492.363758,-5847.272505,,,,,,,,,,0.028200289,0.002225158,2.14636E-09
GBR,Europe,United Kingdom,3/22/2020,10395,1388,1045.429,289,35,35.143,153.124,20.446,15.4,4.257,0.516,0.518,2.28,,,,,,,,,,,,,,,,,,,GBR,Europe,United Kingdom,3/22/2020,-1831.280077,-2239.969681,-2648.659286,-3057.34889,-3466.038495,-3874.728099,-4283.417703,-4692.107308,-5100.796912,-5509.486516,-5918.176121,-6326.865725,-6735.55533,,,,,,,,,,0.027801828,0.002015681,2.12202E-09
GBR,Europe,United Kingdom,3/23/2020,12744,2349,1293.143,365,76,42.714,187.726,34.602,19.049,5.377,1.12,0.629,2.24,,,,,,,,,,,,,,,,,,,GBR,Europe,United Kingdom,3/23/2020,-2320.007308,-2839.575385,-3359.143462,-3878.711538,-4398.279615,-4917.847692,-5437.415769,-5956.983846,-6476.551923,-6996.12,-7515.688077,-8035.256154,-8554.824231,,,,,,,,,,0.028640929,0.001644146,2.93854E-09
GBR,Europe,United Kingdom,3/24/2020,15126,2382,1523.429,513,148,61.429,222.815,35.088,22.441,7.557,2.18,0.905,2.11,,,,,,,,,,,,,,,,,,,GBR,Europe,United Kingdom,3/24/2020,-2708.988115,-3316.282615,-3923.577115,-4530.871615,-5138.166115,-5745.460615,-6352.755115,-6960.049615,-7567.344115,-8174.638615,-8781.933115,-9389.227615,-9996.522115,,,,,,,,,,0.033915113,0.001686368,2.53555E-09
GBR,Europe,United Kingdom,3/25/2020,17843,2717,1767.857,704,191,83.714,262.838,40.023,26.042,10.37,2.814,1.233,2.02,,,,,,,,,,,,,,,,,,,GBR,Europe,United Kingdom,3/25/2020,-3185.983154,-3901.034714,-4616.086275,-5331.137835,-6046.189396,-6761.240956,-7476.292516,-8191.344077,-8906.395637,-9621.447198,-10336.49876,-11051.55032,-11766.60188,,,,,,,,,,0.039455249,0.001531693,2.48924E-09
GBR,Europe,United Kingdom,3/26/2020,20970,3127,2062.286,886,182,103.143,308.9,46.063,30.379,13.051,2.681,1.519,1.99,,,,,,,,,,,,,,,,,,,GBR,Europe,United Kingdom,3/26/2020,-3737.808846,-4576.56189,-5415.314934,-6254.067978,-7092.821022,-7931.574066,-8770.32711,-9609.080154,-10447.8332,-11286.58624,-12125.33929,-12964.09233,-13802.84537,,,,,,,,,,0.042250835,0.001477062,2.47094E-09
GBR,Europe,United Kingdom,3/27/2020,24219,3249,2346.714,1174,288,139.714,356.76,47.86,34.568,17.294,4.242,2.058,1.94,,,7267,107.047,,,,,,,,,,,,,,,GBR,Europe,United Kingdom,3/27/2020,-1926.836933,-2393.670844,-2860.504755,-3327.338665,-3794.172576,-4261.006487,-4727.840398,-5194.674309,-5661.50822,-6128.342131,-6595.176042,-7062.009953,-7528.843863,-7995.677774,-8462.511685,-8929.345596,-9396.179507,,,,,,0.048474338,0.001391759,2.24355E-09
GBR,Europe,United Kingdom,3/28/2020,27062,2843,2579.286,1466,292,173.143,398.639,41.879,37.994,21.595,4.301,2.55,1.89,,,8278,121.94,,,,,,,,,,,,,,,GBR,Europe,United Kingdom,3/28/2020,-2022.168758,-2526.667035,-3031.165312,-3535.663588,-4040.161865,-4544.660141,-5049.158418,-5553.656694,-6058.154971,-6562.653247,-7067.151524,-7571.649801,-8076.148077,-8580.646354,-9085.14463,-9589.642907,-10094.14118,,,,,,0.054171902,0.001481191,1.76403E-09
GBR,Europe,United Kingdom,3/29/2020,29954,2892,2794.143,1679,213,198.571,441.24,42.601,41.159,24.733,3.138,2.925,1.82,,,9525,140.309,,,13914,204.961,,,,,,,,,,,GBR,Europe,United Kingdom,3/29/2020,1454.048104,1275.321873,1096.595642,917.8694113,739.1431805,560.4169497,381.6907189,202.9644881,24.23825731,-154.4879735,-333.2142043,-511.9404351,-690.6666659,-869.3928967,-1048.119127,-1226.845358,-1405.571589,-1584.29782,-1763.024051,-1941.750281,-2120.476512,,0.056052614,0.001703145,1.63099E-09
GBR,Europe,United Kingdom,3/30/2020,34281,4327,3076.714,2053,374,241.143,504.979,63.739,45.322,30.242,5.509,3.552,1.74,,,11093,163.406,,,,,,,,,,,,,,,GBR,Europe,United Kingdom,3/30/2020,-2460.010118,-3098.123116,-3736.236115,-4374.349113,-5012.462112,-5650.57511,-6288.688109,-6926.801107,-7564.914105,-8203.027104,-8841.140102,-9479.253101,-10117.3661,-10755.4791,-11393.5921,-12031.70509,-12669.81809,,,,,,0.059887401,0.001621044,2.14427E-09
GBR,Europe,United Kingdom,3/31/2020,38815,4534,3384.143,2457,404,277.714,571.767,66.788,49.85,36.193,5.951,4.091,1.65,,,12597,185.561,,,,,11896,155174,2.286,0.175,,,,,tests performed,,GBR,Europe,United Kingdom,3/31/2020,31937.89688,33301.50874,34665.12059,36028.73244,37392.3443,38755.95615,40119.56801,41483.17986,42846.79172,44210.40357,45574.01542,46937.62728,48301.23913,49664.85099,51028.46284,52392.07469,53755.68655,55119.2984,56482.91026,57846.52211,59210.13397,,0.063300271,0.002206209,2.00078E-09
GBR,Europe,United Kingdom,4/1/2020,43789,4974,3706.571,3130,673,346.571,645.037,73.27,54.6,46.107,9.914,5.105,1.58,,,13637,200.881,,,,,11924,167098,2.461,0.176,,,,,tests performed,,GBR,Europe,United Kingdom,4/1/2020,34008.24893,35442.44986,36876.65079,38310.85172,39745.05265,41179.25358,42613.45451,44047.65544,45481.85637,46916.0573,48350.25823,49784.45916,51218.66009,52652.86102,54087.06195,55521.26288,56955.46381,58389.66474,59823.86567,61258.0666,62692.26753,,0.071479139,0.002787778,1.96778E-09
GBR,Europe,United Kingdom,4/2/2020,48718,4929,3964,3787,657,414.429,717.644,72.607,58.392,55.785,9.678,6.105,1.53,1813,26.707,13875,204.387,,,,,13457,182047,2.682,0.198,,,,,tests performed,,GBR,Europe,United Kingdom,4/2/2020,33918.42627,35381.536,36844.64572,38307.75545,39770.86517,41233.9749,42697.08462,44160.19435,45623.30407,47086.41379,48549.52352,50012.63324,51475.74297,52938.85269,54401.96242,55865.07214,57328.18187,58791.29159,60254.40132,61717.51104,63180.62077,,0.077733076,0.003534197,1.77151E-09
GBR,Europe,United Kingdom,4/3/2020,53699,4981,4211.429,4524,737,478.571,791.017,73.373,62.037,66.641,10.856,7.05,1.49,2120,31.229,15546,229.002,,,,,14293,222937,3.284,0.211,,,,,tests performed,,GBR,Europe,United Kingdom,4/3/2020,41670.96402,43511.38896,45351.81389,47192.23882,49032.66375,50873.08868,52713.51361,54553.93854,56394.36348,58234.78841,60075.21334,61915.63827,63756.0632,65596.48813,67436.91306,69277.338,71117.76293,72958.18786,74798.61279,76639.03772,78479.46265,,0.084247379,0.004173374,1.64511E-09
